,es,it,de,nl,fr,en
may,-8.997889450200717,,,,,-9.107753783201082
ayo,-8.997889450200717,,,,-9.107864580386947,-9.107753783201082
yor,-8.997889450200717,,,,-9.107864580386947,
orí,-8.997889450200717,,,,,
ejé,-8.997889450200717,,,,,
jé ,-8.997889450200717,,,,,
 mv,-8.997889450200717,,,,,
mvl,-8.997889450200717,,,,,
vl ,-8.997889450200717,,,,,
fra,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
uró,-8.997889450200717,,,,,
ró ,-8.997889450200717,,,,,
A l,-8.997889450200717,-8.837390855544697,-9.359708203627006,,-9.107864580386947,-9.107753783201082
caí,-8.997889450200717,,,,,
aíd,-8.997889450200717,,,,,
ieb,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
ebr,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
Sie,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
nel,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
  C,-8.997889450200717,-8.837390855544697,,-9.034676602846295,-9.107864580386947,-9.107753783201082
 Cm,-8.997889450200717,,,,,
Cm ,-8.997889450200717,,,,,
m a,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
rím,-8.997889450200717,,,,,
sec,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
é h,-8.304742269640771,,,,-9.107864580386947,
rcu,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
cun,-8.997889450200717,-8.837390855544697,,-9.034676602846295,-9.107864580386947,
unf,-8.997889450200717,,-9.359708203627006,,,-9.107753783201082
bré,-8.997889450200717,,,,-9.107864580386947,
i D,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,
 Du,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
Dur,-8.997889450200717,-8.837390855544697,-9.359708203627006,,-9.107864580386947,-9.107753783201082
urá,-8.997889450200717,,,,,
spi,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
pir,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
naj,-8.997889450200717,,-9.359708203627006,-9.034676602846295,-9.107864580386947,
elé,-8.997889450200717,,,,-9.107864580386947,
léf,-8.997889450200717,,,,,
éfo,-8.997889450200717,,,,-9.107864580386947,
cte,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
rís,-8.997889450200717,,,,,
íst,-8.997889450200717,,,,,
enu,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
nud,-8.997889450200717,-8.837390855544697,,,-9.107864580386947,-9.107753783201082
rru,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
vem,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
Dis,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
 m ,-8.997889450200717,-8.837390855544697,-8.66656102306706,-9.034676602846295,-9.107864580386947,-9.107753783201082
m  ,-8.997889450200717,,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
rgu,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
gué,-8.997889450200717,,,,-9.107864580386947,
é  ,-8.997889450200717,,,,-9.107864580386947,
ald,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
ldo,-8.997889450200717,-8.837390855544697,-8.66656102306706,-9.034676602846295,,
 cl,-8.997889450200717,-8.837390855544697,,-9.034676602846295,-9.107864580386947,-9.107753783201082
vij,-8.997889450200717,,,-9.034676602846295,,
sop,-8.997889450200717,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
saf,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
afi,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,
Sub,-8.997889450200717,,-9.359708203627006,,-9.107864580386947,-9.107753783201082
rag,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
uas,-8.997889450200717,-8.837390855544697,-9.359708203627006,,-9.107864580386947,-9.107753783201082
á p,-8.997889450200717,,,,,
é n,-8.997889450200717,,,,-9.107864580386947,
voz,-8.997889450200717,,,,,
oz ,-8.997889450200717,,,,,-9.107753783201082
z b,-8.997889450200717,,-9.359708203627006,,-9.107864580386947,-9.107753783201082
blu,-8.304742269640771,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
too,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
oot,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
oth,-8.997889450200717,,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
th ,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
h p,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
emi,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
iso,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
 Ac,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
Act,-8.997889450200717,,-8.66656102306706,-9.034676602846295,,-9.107753783201082
ctú,-8.997889450200717,,,,,
túa,-8.997889450200717,,,,,
úa ,-8.997889450200717,,,,,
h c,-8.997889450200717,-8.837390855544697,-9.359708203627006,,-9.107864580386947,-9.107753783201082
lif,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-8.414606602641136
 rc,-8.997889450200717,,,,,
 mm,-8.997889450200717,,-9.359708203627006,,-9.107864580386947,-8.414606602641136
mm ,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
m L,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
 oí,-8.997889450200717,,,,,
oír,-8.997889450200717,,,,,
írl,-8.997889450200717,,,,,
 ay,-8.997889450200717,,,,-9.107864580386947,
ayu,-8.997889450200717,,,,-9.107864580386947,
  N,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
 Ne,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
Nec,-8.997889450200717,,,,,-9.107753783201082
 vD,-8.997889450200717,,,,,
vDC,-8.997889450200717,,,,,
DC ,-8.997889450200717,-8.837390855544697,,-9.034676602846295,-9.107864580386947,
C p,-8.997889450200717,-8.837390855544697,,,,-9.107753783201082
nam,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
l k,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
 ki,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
kit,-8.997889450200717,,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
t e,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
alé,-8.997889450200717,,,,-9.107864580386947,
lé ,-8.997889450200717,,,,-9.107864580386947,
iet,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
eañ,-8.997889450200717,,,,,
nté,-8.997889450200717,,,,-8.414717399827001,
é y,-8.997889450200717,,,,-9.107864580386947,
gol,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
olp,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
lpe,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
pea,-8.997889450200717,-8.144243674984754,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
e V,-8.997889450200717,-8.837390855544697,-8.66656102306706,-9.034676602846295,-9.107864580386947,-9.107753783201082
Vam,-8.997889450200717,,,,,
agi,-8.997889450200717,-8.144243674984754,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
hol,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
ic ,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
c y,-8.997889450200717,,,,,-9.107753783201082
vio,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
moh,-8.997889450200717,-8.837390855544697,,-9.034676602846295,,
oha,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
Gen,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
l j,-8.304742269640771,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
d n,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
lín,-8.997889450200717,,,,,
íne,-8.997889450200717,,,,,
nea,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
pee,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-8.414606602641136
 MR,-8.997889450200717,,-9.359708203627006,,,
MRW,-8.997889450200717,,,,,
RW ,-8.997889450200717,-8.837390855544697,,-9.034676602846295,,
W m,-8.997889450200717,,,,-9.107864580386947,
igh,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
ght,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
hty,-8.997889450200717,,,,,-9.107753783201082
 ea,-8.304742269640771,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
rpo,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
ods,-8.304742269640771,,-9.359708203627006,-9.034676602846295,,-9.107753783201082
ds ,-8.997889450200717,-8.837390855544697,-8.66656102306706,-9.034676602846295,-8.414717399827001,-9.107753783201082
app,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
ppl,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
 oi,-8.997889450200717,,,,,-9.107753783201082
oia,-8.997889450200717,-8.837390855544697,,,,
fen,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
nom,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
 oy,-8.997889450200717,,,,,
ye ,-8.997889450200717,,-9.359708203627006,,-9.107864580386947,-9.107753783201082
alc,-8.997889450200717,-8.837390855544697,,-9.034676602846295,-9.107864580386947,-9.107753783201082
lca,-8.997889450200717,-8.144243674984754,,-9.034676602846295,-9.107864580386947,-9.107753783201082
anz,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
Ide,-8.997889450200717,,-9.359708203627006,,-9.107864580386947,
pp ,-8.997889450200717,,-8.261095914958897,,-9.107864580386947,-9.107753783201082
p s,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
rog,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
ogr,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
 on,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-8.414606602641136
i y,-8.997889450200717,,,,-9.107864580386947,-9.107753783201082
u s,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
 uñ,-8.997889450200717,,,,,
uña,-8.997889450200717,,,,,
oig,-8.997889450200717,,,,-9.107864580386947,
Pri,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
aló,-8.997889450200717,,,,,
lón,-8.997889450200717,,,,,
ahí,-8.997889450200717,,,,,
hí ,-8.997889450200717,,,,,
 ej,-8.997889450200717,,,,,
eje,-8.997889450200717,,-9.359708203627006,,-9.107864580386947,-9.107753783201082
jem,-8.997889450200717,,-9.359708203627006,,,
plo,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
fus,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
ti ,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
ufe,-8.997889450200717,-8.837390855544697,-9.359708203627006,,-9.107864580386947,
fe ,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-8.414606602641136
lse,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
i b,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
bic,-8.997889450200717,-8.837390855544697,-9.359708203627006,,-9.107864580386947,-9.107753783201082
aye,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
yen,-8.997889450200717,-8.837390855544697,,-9.034676602846295,-9.107864580386947,
egi,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
isé,-8.997889450200717,,,,-9.107864580386947,
z u,-8.997889450200717,,-9.359708203627006,,-9.107864580386947,
z g,-8.997889450200717,,-9.359708203627006,,-9.107864580386947,-9.107753783201082
foc,-8.997889450200717,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
arb,-8.304742269640771,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
rba,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
bac,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
coa,-8.997889450200717,-8.837390855544697,,-9.034676602846295,-9.107864580386947,-9.107753783201082
oa ,-8.997889450200717,-8.837390855544697,,-9.034676602846295,-9.107864580386947,-9.107753783201082
alq,-8.997889450200717,-8.837390855544697,-9.359708203627006,,,
lqu,-8.997889450200717,,-9.359708203627006,,-9.107864580386947,
vay,-8.997889450200717,,,,,
yan,-8.997889450200717,-8.837390855544697,-9.359708203627006,-8.34152942228635,-9.107864580386947,-9.107753783201082
lov,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
 Ag,-8.997889450200717,-8.837390855544697,,-9.034676602846295,-8.414717399827001,-9.107753783201082
Agu,-8.997889450200717,-8.837390855544697,,-9.034676602846295,,
ilm,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
ure,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
Y e,-8.997889450200717,,,,,-9.107753783201082
div,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
moc,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-7.721459422081191
q a,-8.997889450200717,-8.837390855544697,,-9.034676602846295,,
q m,-8.997889450200717,-8.837390855544697,,,-9.107864580386947,
rq ,-8.997889450200717,,,,,
  t,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
q h,-8.997889450200717,-8.837390855544697,,,,
irg,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,,
vam,-8.997889450200717,-8.837390855544697,,,,
Y q,-8.997889450200717,,,,,
 Tj,-8.997889450200717,,-9.359708203627006,,,
Tj ,-8.997889450200717,,,,,
j e,-8.997889450200717,,,-9.034676602846295,-9.107864580386947,
  E,-8.304742269640771,-8.837390855544697,-9.359708203627006,,-9.107864580386947,-9.107753783201082
 Eu,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
Eur,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
 Ab,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
Abr,-8.997889450200717,,-9.359708203627006,,,
rmé,-8.997889450200717,,,,-9.107864580386947,
mét,-8.997889450200717,,,,-9.107864580386947,
rgü,-8.997889450200717,,-9.359708203627006,,,
güe,-8.997889450200717,,,,,
üen,-8.997889450200717,,,,,
r N,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
vei,-8.997889450200717,-8.837390855544697,,-9.034676602846295,-9.107864580386947,-9.107753783201082
ein,-8.997889450200717,-8.837390855544697,-8.66656102306706,-9.034676602846295,-9.107864580386947,-8.414606602641136
lot,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
roj,-8.997889450200717,,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
ojo,-8.997889450200717,,,,,
 Bl,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
Blu,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
h L,-8.997889450200717,,-9.359708203627006,-9.034676602846295,,-9.107753783201082
r T,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-8.414606602641136
Tar,-8.997889450200717,,-9.359708203627006,,,-9.107753783201082
z t,-8.997889450200717,,-9.359708203627006,,-9.107864580386947,-9.107753783201082
z h,-8.997889450200717,-8.837390855544697,-9.359708203627006,,-9.107864580386947,
  v,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-8.414717399827001,-9.107753783201082
ndí,-8.997889450200717,,,,,
dij,-8.304742269640771,,,,,
 té,-8.997889450200717,,,,-9.107864580386947,
téc,-8.997889450200717,,,,,
écn,-8.997889450200717,,,,,
cni,-8.997889450200717,-8.837390855544697,,,,
pez,-8.997889450200717,-8.837390855544697,-9.359708203627006,,,
ezó,-8.997889450200717,,,,,
zó ,-8.997889450200717,,,,,
hum,-8.997889450200717,-8.837390855544697,,-9.034676602846295,-9.107864580386947,-9.107753783201082
All,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
inz,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,
poq,-8.997889450200717,,,,-9.107864580386947,
oqu,-8.997889450200717,-8.837390855544697,-9.359708203627006,,-9.107864580386947,
l A,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
enr,-8.997889450200717,,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
nre,-8.997889450200717,,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
pei,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
Cam,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,,-9.107753783201082
loo,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
ook,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
ok ,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
k e,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
ldr,-8.997889450200717,,-9.359708203627006,,,-9.107753783201082
drá,-8.997889450200717,,,,,
lgú,-8.997889450200717,,,,,
 ja,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-8.009141494532972
jaj,-8.304742269640771,,,,,
Man,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
rsá,-8.997889450200717,,,,,
sát,-8.997889450200717,,,,,
áti,-8.997889450200717,,,,,
ife,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-8.414606602641136
rsa,-8.997889450200717,-8.837390855544697,-9.359708203627006,,-9.107864580386947,-9.107753783201082
taz,-8.997889450200717,-8.837390855544697,,,,
Fia,-8.997889450200717,,,,-9.107864580386947,-9.107753783201082
ogi,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
í M,-8.997889450200717,,,,,
epe,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
pet,-8.997889450200717,-8.837390855544697,-8.66656102306706,-9.034676602846295,-9.107864580386947,-9.107753783201082
ó s,-8.997889450200717,,,,,
xpo,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
uac,-8.997889450200717,,,,-9.107864580386947,
 BA,-8.997889450200717,-8.837390855544697,,-9.034676602846295,,-9.107753783201082
BAX,-8.997889450200717,,,,,
AXX,-8.997889450200717,,,,,
XXT,-8.997889450200717,,,,,
XTA,-8.997889450200717,,,,,
TAR,-8.997889450200717,-8.837390855544697,-9.359708203627006,,-9.107864580386947,-9.107753783201082
R M,-8.997889450200717,,,,-9.107864580386947,-9.107753783201082
 MA,-8.304742269640771,,-9.359708203627006,,-9.107864580386947,-8.414606602641136
MAN,-8.304742269640771,,-9.359708203627006,,-9.107864580386947,
ANG,-8.997889450200717,,-9.359708203627006,,-9.107864580386947,-9.107753783201082
NGA,-8.997889450200717,,,,,
A a,-8.997889450200717,,-9.359708203627006,,-9.107864580386947,-9.107753783201082
alí,-8.997889450200717,,,,,
lís,-8.997889450200717,,,,,
flo,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
adP,-8.997889450200717,,,,,
dPr,-8.997889450200717,,,,,
máq,-8.997889450200717,,,,,
áqu,-8.997889450200717,,,,,
iob,-8.997889450200717,,,-9.034676602846295,,
cay,-8.997889450200717,,,,,-9.107753783201082
deP,-8.997889450200717,,,,,
ePr,-8.997889450200717,,,,,
 et,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
tiq,-8.997889450200717,,-9.359708203627006,,-9.107864580386947,-9.107753783201082
Not,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
 Sé,-8.997889450200717,,,,-9.107864580386947,
Sé ,-8.997889450200717,,,,,
onó,-8.997889450200717,,,,,
z P,-8.997889450200717,,-9.359708203627006,,-9.107864580386947,
bul,-8.997889450200717,-8.837390855544697,,-9.034676602846295,-9.107864580386947,-9.107753783201082
Tet,-8.997889450200717,,,,-9.107864580386947,
fib,-8.997889450200717,,,,-9.107864580386947,
 Ni,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
Ni ,-8.997889450200717,,,,,
i g,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
siv,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-8.414717399827001,-9.107753783201082
 US,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
USB,-8.997889450200717,,-9.359708203627006,,-9.107864580386947,-9.107753783201082
SB ,-8.997889450200717,,-9.359708203627006,,-9.107864580386947,-9.107753783201082
B e,-8.997889450200717,,-9.359708203627006,,-8.414717399827001,-9.107753783201082
uip,-8.997889450200717,-8.837390855544697,,-9.034676602846295,-8.414717399827001,-9.107753783201082
ipa,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
miu,-8.997889450200717,,-9.359708203627006,,-9.107864580386947,-9.107753783201082
ium,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
m D,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
Da ,-8.997889450200717,-8.837390855544697,-9.359708203627006,,,
his,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
  f,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-8.414717399827001,-9.107753783201082
num,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
bin,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
gab,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-8.009141494532972
Dev,-8.997889450200717,-8.837390855544697,,-9.034676602846295,-9.107864580386947,
bis,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-8.414606602641136
Ton,-8.997889450200717,-8.837390855544697,-8.66656102306706,-9.034676602846295,-9.107864580386947,-9.107753783201082
Pee,-8.997889450200717,,,,,-9.107753783201082
eee,-8.304742269640771,,-8.261095914958897,,,
z n,-8.997889450200717,,-9.359708203627006,,-9.107864580386947,
obo,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
urs,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
epu,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
 ur,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
urg,-8.997889450200717,-8.837390855544697,-9.359708203627006,-9.034676602846295,-9.107864580386947,-9.107753783201082
Hoy,-8.997889450200717,-8.837390855544697,,-9.034676602846295,,
lím,-8.997889450200717,,,,,
ocí,-8.997889450200717,,,,,
llu,-8.997889450200717,-8.837390855544697,-9.359708203627006,,-9.107864580386947,-9.107753783201082
luv,-8.997889450200717,-8.837390855544697,,,-9.107864580386947,
tex,-8.997889450200717,-8.837390855544697,,,-9.107864580386947,-9.107753783201082
xtu,-8.997889450200717,,,,-9.107864580386947,-9.107753783201082
