,es,it,de,nl,fr,en
aq,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
hu,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
uf,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
av,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ví,-7.373374309910049,,,,,
lg,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
uz,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
z ,-6.680227129350103,-6.424058322604399,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
rd,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.050912005751402,-7.282073658093465
oz,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,,-7.282073658093465
zc,-7.373374309910049,,-6.221087064519901,,,
 D,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-5.357764825191457,-7.282073658093465
Di,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
De,-7.373374309910049,-7.117205503164344,-7.607381425639791,-6.551080335043404,-7.437206366871293,-7.282073658093465
em,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-7.282073658093465
gr,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
rn,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-7.437206366871293,-7.282073658093465
Po,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-7.282073658093465
lc,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-7.437206366871293,-7.282073658093465
q ,-7.373374309910049,-7.117205503164344,,-7.24422751560335,-7.437206366871293,-7.282073658093465
sq,-7.373374309910049,-7.117205503164344,-7.607381425639791,,-7.437206366871293,-7.282073658093465
ui,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
it,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-7.437206366871293,-7.282073658093465
tu,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
rz,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,,
cl,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ov,-7.373374309910049,-6.424058322604399,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.588926477533519
sí,-7.373374309910049,,,,,
í ,-7.373374309910049,,,,,
dí,-6.680227129350103,,,,,
vo,-6.680227129350103,-7.117205503164344,-6.914234245079846,-7.24422751560335,-7.437206366871293,-6.588926477533519
lv,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
rl,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
u ,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
bu,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
eq,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-7.282073658093465
eñ,-7.373374309910049,,,,,
ña,-7.373374309910049,,,,,
rq,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ls,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-7.437206366871293,-7.282073658093465
mí,-7.373374309910049,-7.117205503164344,,,,
aj,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
lm,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
Re,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
nú,-7.373374309910049,,,,,
Si,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ru,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
sd,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.588926477533519
Na,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
vi,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ni,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
pi,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
AL,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
L ,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
 P,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
PR,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-7.282073658093465
RI,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-7.282073658093465
IN,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
NC,-7.373374309910049,-7.117205503164344,-6.221087064519901,-7.24422751560335,-7.437206366871293,-7.282073658093465
CI,-7.373374309910049,-7.117205503164344,,-7.24422751560335,-7.437206366871293,-7.282073658093465
IP,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-5.895779296973574
PI,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-7.282073658093465
IO,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-7.437206366871293,-7.282073658093465
CU,-6.680227129350103,,,,-7.437206366871293,-7.282073658093465
UE,-7.373374309910049,-7.117205503164344,,,-7.437206366871293,-7.282073658093465
ES,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-5.239981789535073,-7.282073658093465
ST,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
TA,-6.274762021241939,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
A ,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.338594078203183,-7.282073658093465
ON,-6.680227129350103,-7.117205503164344,-6.914234245079846,-7.24422751560335,-5.827768454437193,-7.282073658093465
NT,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.050912005751402,-7.282073658093465
TR,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.588926477533519
OL,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
LA,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
AR,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
R ,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-7.282073658093465
CA,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
AN,-6.274762021241939,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-7.282073658093465
TI,-7.373374309910049,-6.424058322604399,-7.607381425639791,-7.24422751560335,-6.338594078203183,-7.282073658093465
ID,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
DA,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.588926477533519
AD,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
D ,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
E ,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-5.239981789535073,-7.282073658093465
 T,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.588926477533519
AB,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
BA,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
AC,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-7.282073658093465
LO,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
OC,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,,-6.588926477533519
PE,-7.373374309910049,,-7.607381425639791,,-7.437206366871293,-7.282073658093465
EL,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
 R,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-7.437206366871293,-7.282073658093465
RE,-6.274762021241939,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-7.282073658093465
SU,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
UL,-7.373374309910049,,,,-7.437206366871293,-6.588926477533519
LT,-7.373374309910049,,-7.607381425639791,,-7.437206366871293,-7.282073658093465
DO,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
S ,-5.763936397475948,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
 B,-7.373374309910049,-7.117205503164344,-5.9979435132056915,-7.24422751560335,-7.437206366871293,-7.282073658093465
BU,-7.373374309910049,,,,-7.437206366871293,-7.282073658093465
EN,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-7.282073658093465
NO,-7.373374309910049,-7.117205503164344,-7.607381425639791,,-7.437206366871293,-7.282073658093465
lb,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-6.744059186311348,-7.282073658093465
m ,-7.373374309910049,-6.424058322604399,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
nf,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
xi,-7.373374309910049,-7.117205503164344,-7.607381425639791,-6.551080335043404,-7.437206366871293,-7.282073658093465
br,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.588926477533519
ní,-7.373374309910049,,,,,
go,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-7.282073658093465
ob,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
bs,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
op,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-7.437206366871293,-7.282073658093465
lz,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,,
iv,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
bd,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
mú,-7.373374309910049,,,,,
ún,-7.373374309910049,,,,,
aM,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,,
ác,-7.373374309910049,,,,,
nm,-7.373374309910049,-7.117205503164344,-7.607381425639791,-6.551080335043404,-7.437206366871293,-7.282073658093465
yo,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
az,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-7.437206366871293,-7.282073658093465
zo,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
rb,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
eo,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
zá,-7.373374309910049,,,,,
án,-7.373374309910049,,,,,
ué,-7.373374309910049,,,,-7.437206366871293,
 M,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
Mi,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-7.437206366871293,-7.282073658093465
aú,-7.373374309910049,,,,,
ei,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
au,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
nv,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ío,-7.373374309910049,,,,,
Qu,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
Me,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
tó,-6.274762021241939,,,,,
uj,-7.373374309910049,-7.117205503164344,,-7.24422751560335,-7.437206366871293,
je,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
Pu,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ge,-7.373374309910049,-7.117205503164344,-6.914234245079846,-6.551080335043404,-7.437206366871293,-7.282073658093465
Ti,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
rg,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-7.282073658093465
lr,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,,-7.282073658093465
ub,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
rp,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
íc,-7.373374309910049,,,,,
rí,-7.373374309910049,,,,,
ps,-6.274762021241939,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
iñ,-7.373374309910049,,,,,
tá,-7.373374309910049,,,,,
gó,-7.373374309910049,,,,,
uv,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-7.282073658093465
Ta,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
 F,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
Fa,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
of,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
fá,-7.373374309910049,,,,,
Cu,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
gú,-7.373374309910049,,,,,
aí,-6.680227129350103,,,,,
ís,-7.373374309910049,,,,,
ai,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ín,-7.373374309910049,-7.117205503164344,,,,
fr,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
cí,-7.373374309910049,,,,,
nu,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.588926477533519
fí,-7.373374309910049,,,,,
só,-7.373374309910049,,,,,
Ve,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
Co,-7.373374309910049,-6.424058322604399,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
bú,-7.373374309910049,,,,,
ú ,-7.373374309910049,,,,,
ít,-6.680227129350103,,,,,
dr,-6.274762021241939,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
dó,-7.373374309910049,,,,,
ah,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
Am,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ñe,-7.373374309910049,,,,,
sn,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
mó,-7.373374309910049,,,,,
óv,-7.373374309910049,,,,,
sf,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
Su,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
bé,-6.680227129350103,,,,-7.437206366871293,
Li,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
Hu,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
sm,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
up,-7.373374309910049,-6.424058322604399,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
En,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
Pe,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
Ce,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
yl,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ál,-7.373374309910049,,,,,
eh,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
hí,-7.373374309910049,,,,,
pt,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
 O,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
Os,-7.373374309910049,-7.117205503164344,-6.508769136971682,-7.24422751560335,,
Ch,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.588926477533519
t ,-7.373374309910049,-7.117205503164344,-5.410156848303572,-7.24422751560335,-7.437206366871293,-7.282073658093465
ya,-7.373374309910049,-7.117205503164344,-7.607381425639791,-6.551080335043404,-7.437206366871293,-7.282073658093465
To,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ji,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
dj,-7.373374309910049,,,-7.24422751560335,-7.437206366871293,-7.282073658093465
áp,-7.373374309910049,,,,,
Cr,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-7.437206366871293,-7.282073658093465
Pr,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
mn,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
oj,-7.373374309910049,,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ló,-7.373374309910049,,,,,
óg,-7.373374309910049,,,,,
As,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
gl,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
lé,-7.373374309910049,,,,-7.437206366871293,
ét,-7.373374309910049,,,,-7.437206366871293,
ft,-6.680227129350103,-7.117205503164344,-7.607381425639791,-6.551080335043404,-7.437206366871293,-6.588926477533519
xp,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
yó,-7.373374309910049,,,,,
jó,-7.373374309910049,,,,,
Pa,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-5.49031418886541
Ex,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
xc,-7.373374309910049,-7.117205503164344,,-7.24422751560335,-7.437206366871293,-7.282073658093465
Lu,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
uñ,-7.373374309910049,,,,,
gp,-7.373374309910049,-7.117205503164344,,-7.24422751560335,-7.437206366871293,-7.282073658093465
áf,-7.373374309910049,,,,,
Te,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
Fu,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ey,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
 V,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.588926477533519
Va,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
sh,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
nj,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
Ob,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
bí,-7.373374309910049,,,,,
Pé,-7.373374309910049,,,,,
Pi,-7.373374309910049,-7.117205503164344,-6.508769136971682,-7.24422751560335,-7.437206366871293,-7.282073658093465
EC,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
MI,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
IE,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-7.282073658093465
ND,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
MP,-7.373374309910049,,-7.607381425639791,,-7.437206366871293,-7.282073658093465
RA,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-6.588926477533519
TE,-7.373374309910049,-6.424058322604399,-7.607381425639791,-7.24422751560335,-5.827768454437193,-7.282073658093465
DR,-7.373374309910049,,-7.607381425639791,,-7.437206366871293,-7.282073658093465
IV,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
VE,-7.373374309910049,,-7.607381425639791,-6.551080335043404,-7.437206366871293,-7.282073658093465
FU,-7.373374309910049,,,,-7.437206366871293,-7.282073658093465
UN,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-7.282073658093465
NA,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
nz,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-7.437206366871293,-7.282073658093465
íe,-7.373374309910049,,,,,
Tu,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
Vá,-7.373374309910049,,,,,
cá,-6.680227129350103,,,,,
fé,-7.373374309910049,,,-7.24422751560335,-7.437206366871293,
sg,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.588926477533519
 Ú,-7.373374309910049,,,,,
Ún,-7.373374309910049,,,,,
úm,-7.373374309910049,,,,,
Nu,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.1834613694253555
 I,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-7.437206366871293,-7.282073658093465
In,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ss,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-7.437206366871293,-7.282073658093465
ld,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
 €,-7.373374309910049,,-7.607381425639791,,-7.437206366871293,
€ ,-7.373374309910049,,-7.607381425639791,,-7.437206366871293,
nó,-7.373374309910049,,,,,
ór,-7.373374309910049,,,-7.24422751560335,,
 z,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-6.588926477533519
 U,-7.373374309910049,-7.117205503164344,-6.508769136971682,-7.24422751560335,-7.437206366871293,-7.282073658093465
Da,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
Sa,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
ms,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
g ,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
 w,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
wa,-6.680227129350103,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
tc,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
h ,-7.373374309910049,-7.117205503164344,-5.661471276584479,-7.24422751560335,-7.437206366871293,-7.282073658093465
N ,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.338594078203183,-6.588926477533519
PA,-7.373374309910049,,-7.607381425639791,,-6.744059186311348,-7.282073658093465
AQ,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,,
QU,-7.373374309910049,-7.117205503164344,-7.607381425639791,,-7.437206366871293,
ET,-6.274762021241939,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.338594078203183,-7.282073658093465
 Y,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-6.744059186311348,-6.588926477533519
Y ,-7.373374309910049,-7.117205503164344,-7.607381425639791,,-6.744059186311348,-6.588926477533519
Ay,-7.373374309910049,,,,-7.437206366871293,
yu,-7.373374309910049,-7.117205503164344,,-7.24422751560335,-7.437206366871293,
RT,-7.373374309910049,,-7.607381425639791,,-7.437206366871293,-7.282073658093465
IC,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
OS,-7.373374309910049,-7.117205503164344,-6.914234245079846,-7.24422751560335,-7.437206366871293,-7.282073658093465
 Q,-7.373374309910049,-7.117205503164344,-7.607381425639791,-7.24422751560335,-7.437206366871293,-7.282073658093465
SE,-7.373374309910049,-7.117205503164344,-6.508769136971682,-7.24422751560335,-7.437206366871293,-7.282073658093465
